514 1.13000000000000000000 .17025580000000000000
578 1.60000000000000000000 .24330320000000000000
642 2.20200000000000000000 .33188480000000000000
706 2.94600000000000000000 .43254800000000000000
770 3.81400000000000000000 .57199780000000000000
834 4.83800000000000000000 .72138900000000000000
898 6.04000000000000000000 .90506840000000000000
962 7.40400000000000000000 1.10888700000000000000
1026 8.96400000000000000000 1.34642360000000000000
1090 10.77200000000000000000 1.58680980000000000000
1154 12.76000000000000000000 1.90359600000000000000
1218 15.02400000000000000000 2.22962340000000000000
1282 17.57000000000000000000 2.61165340000000000000
1346 20.53200000000000000000 3.07492460000000000000
1410 23.77200000000000000000 3.53489900000000000000
1474 27.11600000000000000000 4.02442020000000000000
1538 30.85000000000000000000 4.61265060000000000000
