524286 .00251700000000000000 .00148550000000000000 .00090900000000000000 .00078100000000000000 .00216750000000000000 .00165200000000000000 .00187500000000000000
1048572 .00502800000000000000 .00287350000000000000 .00195000000000000000 .00127850000000000000 .00322850000000000000 .00363550000000000000 .00246050000000000000
2097144 .01004200000000000000 .00571500000000000000 .00317850000000000000 .00244350000000000000 .00544850000000000000 .00562100000000000000 .00542850000000000000
4194288 .02015850000000000000 .01119350000000000000 .00639600000000000000 .00508000000000000000 .00997200000000000000 .00959550000000000000 .00788450000000000000
8388576 .04023500000000000000 .02222550000000000000 .01168000000000000000 .00900200000000000000 .01325450000000000000 .01283350000000000000 .01358700000000000000
16777152 .08056500000000000000 .04428800000000000000 .02282100000000000000 .01687150000000000000 .02843750000000000000 .02365900000000000000 .01978800000000000000
33554304 .16130000000000000000 .08867000000000000000 .04519050000000000000 .03274350000000000000 .04249150000000000000 .03760000000000000000 .04074600000000000000
67108608 .32192750000000000000 .17613450000000000000 .09026750000000000000 .06409500000000000000 .08395950000000000000 .07348300000000000000 .07521750000000000000
134217216 .64289550000000000000 .35222800000000000000 .17943500000000000000 .12610950000000000000 .15437750000000000000 .15178200000000000000 .13638500000000000000
268434432 1.28687650000000000000 .70542250000000000000 .35860450000000000000 .25200150000000000000 .29935350000000000000 .25519400000000000000 .26796900000000000000
